DESCRIPTION,DATE,AMOUNT,TRANSACTION TYPE,Merchant,Signed Amount,YEAR,Month,Day,reference_number_improved,Category
"inr 1705.55 successfully debited account xxxx1989 via upi medplus 18jun2025. ref252085603302, icici google pay",2025-06-18,1705.55,debited,medplus,-1705.55,2025,6,18,252085603302,Health & Wellness
"inr 4064.72 successfully debited account xxxx3559 via upi kfc 19may2025. ref923114911869, pnb bhim",2025-05-19,4064.72,debited,kfc,-4064.72,2025,5,19,923114911869,Food & Dining
"inr 8365.95 successfully debited account xxxx9724 via upi goibibo 20may2025. ref538510305368, hdfc google pay",2025-05-20,8365.95,debited,goibibo,-8365.95,2025,5,20,538510305368,Travel
"inr 9739.26 successfully debited account xxxx8167 via upi irctc 25mar2025. ref951688107488, pnb google pay",2025-03-25,9739.26,debited,irctc,-9739.26,2025,3,25,951688107488,Other
"inr 7825.55 successfully debited account xxxx4351 via upi unacademy 28apr2025. ref328077510941, icici google pay",2025-04-28,7825.55,debited,unacademy,-7825.55,2025,4,28,328077510941,Education
"inr 9594.10 successfully debited account xxxx9985 via upi swiggy 02apr2025. ref969477532684, icici bhim",2025-02-04,9594.1,debited,swiggy,-9594.1,2025,2,4,969477532684,Food & Dining
"inr 4651.75 successfully debited account xxxx3431 via upi nykaa 02feb2025. ref137106834107, axis phonepe",2025-02-02,4651.75,debited,nykaa,-4651.75,2025,2,2,137106834107,Shopping
"inr 6583.82 successfully debited account xxxx6260 via upi big bazaar 30apr2025. ref104069963191, hdfc google pay",2025-04-30,6583.82,debited,big bazaar,-6583.82,2025,4,30,104069963191,Shopping
"inr 3887.96 successfully debited account xxxx3454 via upi unacademy 21mar2025. ref818591181483, sbi paytm",2025-03-21,3887.96,debited,unacademy,-3887.96,2025,3,21,818591181483,Education
"inr 8693.06 successfully debited account xxxx6297 via upi uber 25feb2025. ref254966390940, sbi paytm",2025-02-25,8693.06,debited,uber,-8693.06,2025,2,25,254966390940,Transportation
"inr 2330.53 successfully debited account xxxx3636 via upi kfc 02jul2025. ref811261188599, sbi google pay",2025-02-07,2330.53,debited,kfc,-2330.53,2025,2,7,811261188599,Food & Dining
"inr 4544.42 successfully debited account xxxx8006 via upi redbus 02jul2025. ref919559921145, icici phonepe",2025-02-07,4544.42,debited,redbus,-4544.42,2025,2,7,919559921145,Travel
"inr 5713.41 successfully debited account xxxx2620 via upi amazon 24apr2025. ref864846691010, pnb phonepe",2025-04-24,5713.41,debited,amazon,-5713.41,2025,4,24,864846691010,Shopping
"inr 855.40 successfully debited account xxxx4787 via upi spencers 19apr2025. ref445256423630, axis phonepe",2025-04-19,855.4,debited,spencer's,-855.4,2025,4,19,445256423630,Shopping
"inr 4889.89 successfully debited account xxxx7782 via upi pg rent 14mar2025. ref635281467075, sbi phonepe",2025-03-14,4889.89,debited,pg rent,-4889.89,2025,3,14,635281467075,Rent
"inr 2960.60 successfully debited account xxxx9373 via upi mobile bill 17jul2025. ref997382180444, axis bhim",2025-07-17,2960.6,debited,mobile bill,-2960.6,2025,7,17,997382180444,Bills & Utilities
"inr 570.64 successfully debited account xxxx7465 via upi 1mg 22jan2025. ref997949160641, icici amazon pay",2025-01-22,570.64,debited,1mg,-570.64,2025,1,22,997949160641,Health & Wellness
"inr 623.63 successfully debited account xxxx5311 via upi goibibo 26may2025. ref566379196621, icici phonepe",2025-05-26,623.63,debited,goibibo,-623.63,2025,5,26,566379196621,Travel
"inr 8664.26 successfully debited account xxxx1889 via upi spotify 15mar2025. ref292286151944, icici bhim",2025-03-15,8664.26,debited,spotify,-8664.26,2025,3,15,292286151944,Entertainment
"inr 3904.88 successfully debited account xxxx4636 via upi hotstar 11jul2025. ref300342954831, bob google pay",2025-11-07,3904.88,debited,hotstar,-3904.88,2025,11,7,300342954831,Entertainment
"inr 9991.18 successfully debited account xxxx2391 via upi mcdonalds 08mar2025. ref154398155387, axis paytm",2025-08-03,9991.18,debited,mcdonalds,-9991.18,2025,8,3,154398155387,Other
"inr 5230.73 successfully debited account xxxx5076 via upi hotstar 12may2025. ref614446817287, sbi google pay",2025-12-05,5230.73,debited,hotstar,-5230.73,2025,12,5,614446817287,Entertainment
"inr 3735.55 successfully debited account xxxx5132 via upi bookmyshow 12may2025. ref713738949720, hdfc bhim",2025-12-05,3735.55,debited,bookmyshow,-3735.55,2025,12,5,713738949720,Entertainment
"inr 8015.03 successfully debited account xxxx9869 via upi internet bill 19jun2025. ref779166052186, bob google pay",2025-06-19,8015.03,debited,internet bill,-8015.03,2025,6,19,779166052186,Bills & Utilities
"inr 8027.35 successfully debited account xxxx6854 via upi reliance fresh 24jun2025. ref669298214578, pnb google pay",2025-06-24,8027.35,debited,reliance fresh,-8027.35,2025,6,24,669298214578,Shopping
"inr 6000.98 successfully debited account xxxx5132 via upi kindle amazon 19 jul2025.ref669827618991,icicipaytm",2025-07-19,6000.98,debited,kindle amazon,-6000.98,2025,7,19,669827618991,Shopping
"inr 770.82 successfully debited account xxxx2346 via upi jio recharge direct 21jul2025.ref456738926512,pnbgoogle pay",2025-07-21,770.82,debited,jio recharge direct,-770.82,2025,7,21,456738926512,Bills & Utilities
"inr 8259.82 successfully debited account xxxx1614 via upi byjus 24apr2025. ref763882549647, icici google pay",2025-04-24,8259.82,debited,byjus,-8259.82,2025,4,24,763882549647,Education
"inr 9761.82 successfully debited account xxxx6950 via upi vi recharge 25apr2025. ref486264810168, sbi google pay",2025-04-25,9761.82,debited,vi recharge,-9761.82,2025,4,25,486264810168,Bills & Utilities
"inr 5932.42 successfully debited account xxxx2688 via upi netflix 04feb2025. ref117452288604, pnb bhim",2025-04-02,5932.42,debited,netflix,-5932.42,2025,4,2,117452288604,Entertainment
"inr 6940.26 successfully debited account xxxx4611 via upi pg rent 14jan2025. ref514684766530, sbi amazon pay",2025-01-14,6940.26,debited,pg rent,-6940.26,2025,1,14,514684766530,Rent
"inr 8453.55 successfully debited account xxxx7820 via upi spotify 21jun2025. ref330850115690, pnb google pay",2025-06-21,8453.55,debited,spotify,-8453.55,2025,6,21,330850115690,Entertainment
"inr 1165.00 successfully debited account xxxx3928 via upi uber 07feb2025. ref674122325521, icici phonepe",2025-07-02,1165.0,debited,uber,-1165.0,2025,7,2,674122325521,Transportation
"inr 6581.17 successfully debited account xxxx5954 via upi udemy 07feb2025. ref650639138708, hdfc amazon pay",2025-07-02,6581.17,debited,udemy,-6581.17,2025,7,2,650639138708,Education
"inr 1034.55 successfully debited account xxxx4969 via upi kfc 15mar2025. ref606277786564, bob amazon pay",2025-03-15,1034.55,debited,kfc,-1034.55,2025,3,15,606277786564,Food & Dining
"inr 6425.28 successfully debited account xxxx7535 via upi practo 04jul2025. ref972012493721, icici paytm",2025-04-07,6425.28,debited,practo,-6425.28,2025,4,7,972012493721,Health & Wellness
"inr 3854.36 successfully debited account xxxx6461 via upi myntra 04jul2025. ref862481461426, icici google pay",2025-04-07,3854.36,debited,myntra,-3854.36,2025,4,7,862481461426,Shopping
"inr 7459.70 successfully debited account xxxx1300 via upi uber 24feb2025. ref874668283921, hdfc google pay",2025-02-24,7459.7,debited,uber,-7459.7,2025,2,24,874668283921,Transportation
"inr 2816.75 successfully debited account xxxx4157 via upi mobile bill 21apr2025. ref260078216761, hdfc google pay",2025-04-21,2816.75,debited,mobile bill,-2816.75,2025,4,21,260078216761,Bills & Utilities
"inr 9757.83 successfully debited account xxxx2185 via upi youtube premium 03jan2025. ref765114275801, axis bhim",2025-03-01,9857.83,debited,youtube premium,-9857.83,2025,3,1,765114275801,Entertainment
"inr 5241.05 successfully debited account xxxx9901 via upi rent transfer 31may2025. ref101990129260, icici amazon pay",2025-05-31,5241.05,debited,rent transfer,-5241.05,2025,5,31,101990129260,Rent
"inr 5949.00 successfully debited account xxxx1484 via upi swiggy 06jan2025. ref750879765820, pnb google pay",2025-06-01,5949.0,debited,swiggy,-5949.0,2025,6,1,750879765820,Food & Dining
"inr 6548.36 successfully debited account xxxx1514 via upi ola 08jul2025. ref828579029727, bob bhim",2025-08-07,6548.36,debited,ola,-6548.36,2025,8,7,828579029727,Transportation
"inr 6818.90 successfully debited account xxxx6762 via upi internet bill 12apr2025. ref897069516438, hdfc google pay",2025-12-04,6818.9,debited,internet bill,-6818.9,2025,12,4,897069516438,Bills & Utilities
"inr 9697.00 successfully debited account xxxx8777 via upi pharmeasy 12mar2025. ref943659370035, axis bhim",2025-12-03,9697.0,debited,pharmeasy,-9697.0,2025,12,3,943659370035,Health & Wellness
"inr 5009.18 successfully debited account xxxx3625 via upi coursera 27mar2025. ref369555217614, bob paytm",2025-03-27,5009.18,debited,coursera,-5009.18,2025,3,27,369555217614,Education
"inr 2382.83 successfully debited account xxxx1507 via upi pharmeasy 06jul2025. ref293529241295, hdfc bhim",2025-06-07,2382.83,debited,pharmeasy,-2382.83,2025,6,7,293529241295,Health & Wellness
"inr 6227.06 successfully debited account xxxx5572 via upi mobile bill 19jan2025. ref330528253543, axis google pay",2025-01-19,6227.06,debited,mobile bill,-6227.06,2025,1,19,330528253543,Bills & Utilities
"inr 3965.35 successfully debited account xxxx8054 via upi flipkart 15mar2025. ref203154921336, bob amazon pay",2025-03-15,3965.35,debited,flipkart,-3965.35,2025,3,15,203154921336,Shopping
"inr 384.01 successfully debited account xxxx9299 via upi electricity board 05may2025. ref771494269712, bob google pay",2025-05-05,384.01,debited,electricity board,-384.01,2025,5,5,771494269712,Bills & Utilities
"inr 1366.30 successfully debited account xxxx9048 via upi 1mg 26jun2025. ref842411236628, axis google pay",2025-06-26,1366.3,debited,1mg,-1366.3,2025,6,26,842411236628,Health & Wellness
"inr 9646.84 successfully debited account xxxx6542 via upi hotstar 15jan2025. ref859843470624, hdfc google pay",2025-01-15,9646.84,debited,hotstar,-9646.84,2025,1,15,859843470624,Entertainment
"inr 2039.04 successfully debited account xxxx1182 via upi kfc 15jan2025. ref757088918873, axis paytm",2025-01-15,2039.04,debited,kfc,-2039.04,2025,1,15,757088918873,Food & Dining
"inr 5441.51 successfully debited account xxxx6506 via upi jio 17jan2025. ref500032459033, axis bhim",2025-01-17,5441.51,debited,jio,-5441.51,2025,1,17,500032459033,Bills & Utilities
"inr 3229.13 successfully debited account xxxx1546 via upi bookmyshow 09jun2025. ref345210615947, bob google pay",2025-09-06,3229.13,debited,bookmyshow,-3229.13,2025,9,6,345210615947,Entertainment
"inr 3320.23 successfully debited account xxxx9273 via upi nykaa 03jul2025. ref452683945080, axis bhim",2025-03-07,3320.23,debited,nykaa,-3320.23,2025,3,7,452683945080,Shopping
"inr 9693.17 successfully debited account xxxx6148 via upi practo 13jan2025. ref885475155346, axis google pay",2025-01-13,9693.17,debited,practo,-9693.17,2025,1,13,885475155346,Health & Wellness
"inr 3933.61 successfully debited account xxxx6703 via upi spencers 12jun2025. ref499775551041, pnb google pay",2025-12-06,3933.61,debited,spencer's,-3933.61,2025,12,6,499775551041,Shopping
"inr 2931.28 successfully debited account xxxx2928 via upi water bill 28jan2025. ref915904769503, sbi paytm",2025-06-28,2931.28,debited,water bill,-2931.28,2025,6,28,915904769503,Bills & Utilities
"inr 8284.43 successfully debited account xxxx2612 via upi uber 21mar2025. ref851986831557, pnb bhim",2025-03-21,8284.43,debited,uber,-8284.43,2025,3,21,851986831557,Transportation
"inr 5642.13 successfully debited account xxxx6673 via upi goibibo 01may2025. ref155293237211, bob amazon pay",2025-01-05,5642.13,debited,goibibo,-5642.13,2025,1,5,155293237211,Travel
"inr 7384.54 successfully debited account xxxx1937 via upi electricity board 14jun2025. ref880649326444, hdfc paytm",2025-06-14,7384.54,debited,electricity board,-7384.54,2025,6,14,880649326444,Bills & Utilities
"inr 5413.05 successfully debited account xxxx3538 via upi kfc 10jul2025. ref883850520078, icici bhim",2025-10-07,5413.05,debited,kfc,-5413.05,2025,10,7,883850520078,Food & Dining
"inr 5849.52 successfully debited account xxxx3452 via upi electricity board 22mar2025. ref344570524588, hdfc amazon pay",2025-03-22,5849.52,debited,electricity board,-5849.52,2025,3,22,344570524588,Bills & Utilities
"inr 4934.12 successfully debited account xxxx2939 via upi ola 18jan2025. ref285420914952, axis phonepe",2025-01-18,4934.12,debited,ola,-4934.12,2025,1,18,285420914952,Transportation
"inr 7645.78 successfully debited account xxxx9759 via upi hotstar 25jul2025. ref952387276577, icici amazon pay",2025-07-25,7645.78,debited,hotstar,-7645.78,2025,7,25,952387276577,Entertainment
"inr 5639.18 successfully debited account xxxx1067 via upi bookmyshow 20mar2025. ref625269435719, hdfc amazon pay",2025-03-20,5639.18,debited,bookmyshow,-5639.18,2025,3,20,625269435719,Entertainment
"inr 917.26 successfully debited account xxxx1746 via upi byjus 08feb2025. ref715498035017, axis bhim",2025-08-02,917.26,debited,byjus,-917.26,2025,8,2,715498035017,Education
"inr 269.55 successfully debited account xxxx6684 via upi goibibo 03feb2025. ref567465323416, hdfc phonepe",2025-03-02,269.55,debited,goibibo,-269.55,2025,3,2,567465323416,Travel
"inr 7106.69 successfully debited account xxxx2450 via upi amazon 08jan2025. ref680676862995, icici paytm",2025-08-01,7106.69,debited,amazon,-7106.69,2025,8,1,680676862995,Shopping
"inr 5674.15 successfully debited account xxxx6301 via upi coursera 14jun2025. ref971876196339, sbi phonepe",2025-06-14,5674.15,debited,coursera,-5674.15,2025,6,14,971876196339,Education
"inr 1271.33 successfully debited account xxxx2553 via upi amazon 16feb2025. ref938547461455, bob paytm",2025-02-16,1271.33,debited,amazon,-1271.33,2025,2,16,938547461455,Shopping
"inr 1958.76 successfully debited account xxxx7206 via upi ajio 07jan2025. ref192901473143, hdfc amazon pay",2025-07-01,1958.76,debited,ajio,-1958.76,2025,7,1,192901473143,Bills & Utilities
"inr 8733.62 successfully debited account xxxx7827 via upi bookmyshow 14apr2025. ref395682770842, hdfc paytm",2025-04-14,8733.62,debited,bookmyshow,-8733.62,2025,4,14,395682770842,Entertainment
"inr 7968.87 successfully debited account xxxx1982 via upi spencers 04feb2025. ref442093033129, axis google pay",2025-04-02,7968.87,debited,spencer's,-7968.87,2025,4,2,442093033129,Shopping
"inr 8289.30 successfully debited account xxxx9750 via upi pg rent 24feb2025. ref122190148290, sbi amazon pay",2025-02-24,8289.3,debited,pg rent,-8289.3,2025,2,24,122190148290,Rent
"inr 6712.64 successfully debited account xxxx7570 via upi water bill 11feb2025. ref221534061323, hdfc bhim",2025-11-02,6712.64,debited,water bill,-6712.64,2025,11,2,221534061323,Bills & Utilities
"inr 6322.94 successfully debited account xxxx3622 via upi udemy 12jul2025. ref335341463102, icici bhim",2025-12-07,6322.94,debited,udemy,-6322.94,2025,12,7,335341463102,Education
"inr 2843.67 successfully debited account xxxx8551 via upi pharmeasy 04jun2025. ref901366045853, bob amazon pay",2025-04-06,2843.67,debited,pharmeasy,-2843.67,2025,4,6,901366045853,Health & Wellness
"inr 3854.44 successfully debited account xxxx3993 via upi rent transfer 12jan2025. ref716235757286, pnb google pay",2025-12-01,3854.44,debited,rent transfer,-3854.44,2025,12,1,716235757286,Rent
"inr 6420.32 successfully debited account xxxx4630 via upi ajio 17jun2025. ref755168167031, sbi bhim",2025-06-17,6420.32,debited,ajio,-6420.32,2025,6,17,755168167031,Bills & Utilities
"inr 3697.04 successfully debited account xxxx1350 via upi myntra 25jul2025. ref103161579479, icici paytm",2025-07-25,3697.04,debited,myntra,-3697.04,2025,7,25,103161579479,Shopping
"inr 6587.01 successfully debited account xxxx8354 via upi reliance fresh 18mar2025. ref888514690736, hdfc paytm",2025-03-18,6587.01,debited,reliance fresh,-6587.01,2025,3,18,888514690736,Shopping
"inr 7185.87 successfully debited account xxxx9754 via upi gas agency 22jan2025. ref463874564213, icici phonepe",2025-01-22,7185.87,debited,gas agency,-7185.87,2025,1,22,463874564213,Bills & Utilities
"inr 9059.13 successfully debited account xxxx9594 via upi redbus 28jul2025. ref225112588324, pnb bhim",2025-07-28,9059.13,debited,redbus,-9059.13,2025,7,28,225112588324,Travel
"inr 253.85 successfully debited account xxxx1448 via upi room rent 21mar2025. ref749997132212, pnb phonepe",2025-03-21,253.85,debited,room rent,-253.85,2025,3,21,749997132212,Rent
"inr 8458.47 successfully debited account xxxx6168 via upi reliance fresh 09jan2025. ref964475161445, hdfc google pay",2025-09-01,8458.47,debited,reliance fresh,-8458.47,2025,9,1,964475161445,Shopping
"inr 1484.99 successfully debited account xxxx6166 via upi room rent 09may2025. ref648476818392, sbi paytm",2025-09-05,1484.99,debited,room rent,-1484.99,2025,9,5,648476818392,Rent
"inr 4921.25 successfully debited account xxxx7150 via upi 1mg 23feb2025. ref138066941639, axis phonepe",2025-02-23,4921.25,debited,1mg,-4921.25,2025,2,23,138066941639,Health & Wellness
"inr 8938.75 successfully debited account xxxx7548 via upi ajio 12may2025. ref138834223770, axis bhim",2025-12-05,8938.75,debited,ajio,-8938.75,2025,12,5,138834223770,Bills & Utilities
"inr 3515.22 successfully debited account xxxx4638 via upi flipkart 02jan2025. ref734545003867, axis bhim",2025-02-01,3515.22,debited,flipkart,-3515.22,2025,2,1,734545003867,Shopping
"inr 4934.03 successfully debited account xxxx8273 via upi airtel 17jun2025. ref322145711378, bob phonepe",2025-06-17,4934.03,debited,airtel,-4934.03,2025,6,17,322145711378,Other
"inr 3954.10 successfully debited account xxxx2747 via upi swiggy 16feb2025. ref439240919081, hdfc phonepe",2025-02-16,3954.1,debited,swiggy,-3954.1,2025,2,16,439240919081,Food & Dining
"inr 3726.85 successfully debited account xxxx1554 via upi pg rent 03mar2025. ref207479795756, axis paytm",2025-03-03,3726.85,debited,pg rent,-3726.85,2025,3,3,207479795756,Rent
"inr 1552.75 successfully debited account xxxx8983 via upi pharmeasy 04mar2025. ref952932515163, pnb phonepe",2025-04-03,1552.75,debited,pharmeasy,-1552.75,2025,4,3,952932515163,Health & Wellness
"inr 1101.00 successfully debited account xxxx3743 via upi apollo pharmacy 29jul2025. ref987188844309, sbi amazon pay",2025-07-29,1101.0,debited,apollo pharmacy,-1101.0,2025,7,29,987188844309,Health & Wellness
"inr 4748.19 successfully debited account xxxx6834 via upi room rent 05apr2025. ref423091786981, bob google pay",2025-05-04,4748.19,debited,room rent,-4748.19,2025,5,4,423091786981,Rent
"inr 7081.12 successfully debited account xxxx2375 via upi room rent 10jul2025. ref498625365402, pnb bhim",2025-10-07,7081.12,debited,room rent,-7081.12,2025,10,7,498625365402,Rent
"inr 7735.52 successfully debited account xxxx2128 via upi pg rent 05jan2025. ref497451549503, hdfc paytm",2025-05-01,7735.52,debited,pg rent,-7735.52,2025,5,1,497451549503,Rent
"inr 7224.59 successfully debited account xxxx4306 via upi vi recharge 16apr2025. ref200988814378, hdfc phonepe",2025-04-16,7224.59,debited,vi recharge,-7224.59,2025,4,16,200988814378,Bills & Utilities
"inr 2935.88 successfully debited account xxxx6413 via upi rent transfer 07apr2025. ref562469270509, axis phonepe",2025-07-04,2935.88,debited,rent transfer,-2935.88,2025,7,4,562469270509,Rent
"inr 1100.59 successfully debited account xxxx1969 via upi flipkart 12feb2025. ref850898297176, axis bhim",2025-12-02,1100.59,debited,flipkart,-1100.59,2025,12,2,850898297176,Shopping
"inr 5813.19 successfully debited account xxxx6553 via upi bsnl 26apr2025. ref394187859643, hdfc google pay",2025-04-26,5813.19,debited,bsnl,-5813.19,2025,4,26,394187859643,Other
"inr 121.66 successfully debited account xxxx7880 via upi bsnl 16jul2025. ref247552832910, icici paytm",2025-07-16,121.66,debited,bsnl,-121.66,2025,7,16,247552832910,Other
"inr 6993.54 successfully debited account xxxx2451 via upi uber 31jan2025. ref656256491451, hdfc google pay",2025-01-31,6993.54,debited,uber,-6993.54,2025,1,31,656256491451,Transportation
"inr 7366.38 successfully debited account xxxx5357 via upi 1mg 26jan2025. ref634286512784, pnb bhim",2025-01-26,7366.38,debited,1mg,-7366.38,2025,1,26,634286512784,Health & Wellness
"inr 745.02 successfully debited account xxxx2397 via upi youtube premium 17apr2025. ref716436172868, sbi google pay",2025-04-17,745.02,debited,youtube premium,-745.02,2025,4,17,716436172868,Entertainment
"inr 9621.12 successfully debited account xxxx7600 via upi mobile bill 11jun2025. ref851891643364, axis google pay",2025-11-06,9621.12,debited,mobile bill,-9621.12,2025,11,6,851891643364,Bills & Utilities
"inr 2857.69 successfully debited account xxxx7810 via upi jio 13jun2025. ref997956343615, axis paytm",2025-06-13,2857.69,debited,jio,-2857.69,2025,6,13,997956343615,Bills & Utilities
"inr 5865.68 successfully debited account xxxx8481 via upi airtel 15jun2025. ref374418795153, bob paytm",2025-06-15,5865.68,debited,airtel,-5865.68,2025,6,15,374418795153,Other
"inr 1545.93 successfully debited account xxxx8200 via upi pg rent 08jan2025. ref785335396477, icici phonepe",2025-08-01,1545.93,debited,pg rent,-1545.93,2025,8,1,785335396477,Rent
"inr 9974.87 successfully debited account xxxx1353 via upi water bill 29jul2025. ref238926924028, bob bhim",2025-07-29,9974.87,debited,water bill,-9974.87,2025,7,29,238926924028,Bills & Utilities
"inr 6467.98 successfully debited account xxxx4514 via upi medplus 19apr2025. ref365419088625, axis paytm",2025-04-19,6467.98,debited,medplus,-6467.98,2025,4,19,365419088625,Health & Wellness
"inr 1155.03 successfully debited account xxxx2901 via upi jio 24feb2025. ref530047334999, axis paytm",2025-02-24,1155.03,debited,jio,-1155.03,2025,2,24,530047334999,Bills & Utilities
"inr 4861.80 successfully debited account xxxx4408 via upi spencers 05feb2025. ref235952162569, hdfc bhim",2025-05-02,4861.8,debited,spencer's,-4861.8,2025,5,2,235952162569,Shopping
"inr 1662.96 successfully debited account xxxx4586 via upi swiggy 31mar2025. ref998321252092, hdfc phonepe",2025-03-31,1662.96,debited,swiggy,-1662.96,2025,3,31,998321252092,Food & Dining
"inr 3069.90 successfully debited account xxxx3964 via upi nykaa 07jan2025. ref700381165149, hdfc google pay",2025-07-01,3069.9,debited,nykaa,-3069.9,2025,7,1,700381165149,Shopping
"inr 7827.87 successfully debited account xxxx4442 via upi jio 03jun2025. ref273259713260, sbi paytm",2025-03-06,7827.87,debited,jio,-7827.87,2025,3,6,273259713260,Bills & Utilities
"inr 9341.59 successfully debited account xxxx3225 via upi zomato 31may2025. ref840356099435, axis google pay",2025-05-31,9341.59,debited,zomato,-9341.59,2025,5,31,840356099435,Food & Dining
"inr 9481.63 successfully debited account xxxx9015 via upi water bill 23jan2025. ref345796394727, axis google pay",2025-01-23,9481.63,debited,water bill,-9481.63,2025,1,23,345796394727,Bills & Utilities
"inr 2705.97 successfully debited account xxxx9759 via upi apollo pharmacy 12apr2025. ref464413746077, axis amazon pay",2025-12-04,2705.97,debited,apollo pharmacy,-2705.97,2025,12,4,464413746077,Health & Wellness
"inr 7501.09 successfully debited account xxxx9434 via upi uber 30jun2025. ref677110773137, pnb bhim",2025-06-30,7501.09,debited,uber,-7501.09,2025,6,30,677110773137,Transportation
"inr 6667.74 successfully debited account xxxx1892 via upi nykaa 03mar2025. ref540824210315, axis google pay",2025-03-03,6667.74,debited,nykaa,-6667.74,2025,3,3,540824210315,Shopping
"inr 1184.87 successfully debited account xxxx6847 via upi amazon 08may2025. ref920898936900, sbi paytm",2025-08-05,1184.87,debited,amazon,-1184.87,2025,8,5,920898936900,Shopping
"inr 6737.88 successfully debited account xxxx2406 via upi mobile bill 21jul2025. ref407713970961, axis google pay",2025-07-21,6737.88,debited,mobile bill,-6737.88,2025,7,21,407713970961,Bills & Utilities
"inr 7684.42 successfully debited account xxxx6994 via upi pharmeasy 31may2025. ref606032307557, hdfc paytm",2025-05-31,7684.42,debited,pharmeasy,-7684.42,2025,5,31,606032307557,Health & Wellness
"inr 1887.99 successfully debited account xxxx1557 via upi jio 15mar2025. ref474571314507, hdfc phonepe",2025-03-15,1887.99,debited,jio,-1887.99,2025,3,15,474571314507,Bills & Utilities
"inr 8890.83 successfully debited account xxxx3517 via upi youtube premium 27apr2025. ref212725543446, sbi amazon pay",2025-04-27,8890.83,debited,youtube premium,-8890.83,2025,4,27,212725543446,Entertainment
"inr 1191.86 successfully debited account xxxx4816 via upi electricity board 14jan2025. ref713946702015, pnb amazon pay",2025-01-14,1191.86,debited,electricity board,-1191.86,2025,1,14,713946702015,Bills & Utilities
"inr 3719.75 successfully debited account xxxx8530 via upi rent transfer 12apr2025. ref843145282773, sbi paytm",2025-12-04,3719.75,debited,rent transfer,-3719.75,2025,12,4,843145282773,Rent
"inr 4751.75 successfully debited account xxxx4935 via upi pg rent 16may2025. ref568785360055, pnb google pay",2025-05-16,4751.75,debited,pg rent,-4751.75,2025,5,16,568785360055,Rent
"inr 8873.15 successfully debited account xxxx1784 via upi flipkart 13apr2025. ref895598552539, pnb paytm",2025-04-13,8873.15,debited,flipkart,-8873.15,2025,4,13,895598552539,Shopping
"inr 8061.21 successfully debited account xxxx9846 via upi big bazaar 19jan2025. ref985788357505, sbi paytm",2025-01-19,8061.21,debited,big bazaar,-8061.21,2025,1,19,985788357505,Shopping
"inr 9180.00 successfully debited account xxxx4753 via upi mobile bill 19may2025. ref372716026892, hdfc phonepe",2025-05-19,9180.0,debited,mobile bill,-9180.0,2025,5,19,372716026892,Bills & Utilities
"inr 5651.98 successfully debited account xxxx5317 via upi reliance fresh 26jun2025. ref695767512419, axis paytm",2025-06-26,5651.98,debited,reliance fresh,-5651.98,2025,6,26,695767512419,Shopping
"inr 5997.33 successfully debited account xxxx2634 via upi pharmeasy 20jul2025. ref359007267585, hdfc bhim",2025-07-20,5997.33,debited,pharmeasy,-5997.33,2025,7,20,359007267585,Health & Wellness
"inr 1570.27 successfully debited account xxxx4494 via upi hotstar 28feb2025. ref396858851295, axis bhim",2025-02-28,1570.27,debited,hotstar,-1570.27,2025,2,28,396858851295,Entertainment
"inr 9044.80 successfully debited account xxxx1602 via upi reliance fresh 01jan2025. ref706945843722, pnb amazon pay",2025-01-01,9044.8,debited,reliance fresh,-9044.8,2025,1,1,706945843722,Shopping
"inr 6906.06 successfully debited account xxxx1094 via upi mobile bill 14apr2025. ref765593774127, icici phonepe",2025-04-14,6906.06,debited,mobile bill,-6906.06,2025,4,14,765593774127,Bills & Utilities
"inr 4640.99 successfully debited account xxxx5686 via upi rent transfer 20apr2025. ref690346069088, bob paytm",2025-04-20,4640.99,debited,rent transfer,-4640.99,2025,4,20,690346069088,Rent
"inr 4211.70 successfully debited account xxxx2276 via upi uber 05jul2025. ref105889704374, sbi phonepe",2025-05-07,4211.7,debited,uber,-4211.7,2025,5,7,105889704374,Transportation
"inr 5929.07 successfully debited account xxxx6818 via upi airtel 10mar2025. ref125373623414, bob amazon pay",2025-10-03,5929.07,debited,airtel,-5929.07,2025,10,3,125373623414,Other
"inr 8353.55 successfully debited account xxxx7927 via upi spencers 16jun2025. ref544906528900, hdfc amazon pay",2025-06-16,8353.55,debited,spencer's,-8353.55,2025,6,16,544906528900,Shopping
"inr 4528.11 successfully debited account xxxx4075 via upi reliance fresh 24may2025. ref305261315430, hdfc bhim",2025-05-24,4528.11,debited,reliance fresh,-4528.11,2025,5,24,305261315430,Shopping
"inr 1686.86 successfully debited account xxxx6642 via upi flipkart 07apr2025. ref589743045041, hdfc phonepe",2025-07-04,1686.86,debited,flipkart,-1686.86,2025,7,4,589743045041,Shopping
"inr 2750.18 successfully debited account xxxx3463 via upi reliance fresh 30jun2025. ref210793064155, hdfc google pay",2025-06-30,2750.18,debited,reliance fresh,-2750.18,2025,6,30,210793064155,Shopping
"inr 5302.10 successfully debited account xxxx2755 via upi bookmyshow 13feb2025. ref995470020198, bob paytm",2025-02-13,5302.1,debited,bookmyshow,-5302.1,2025,2,13,995470020198,Entertainment
"inr 5137.46 successfully debited account xxxx2586 via upi medplus 02mar2025. ref633858550959, icici paytm",2025-02-03,5137.46,debited,medplus,-5137.46,2025,2,3,633858550959,Health & Wellness
